262,7,71,99,82,70,46,1
143,86,4,75,1,35,35,0
2,5,72,94,89,80,82,0
798,94,95,40,27,6,58,0
564,81,81,11,1,23,73,1
718,18,41,96,23,32,11,1
86,99,44,64,8,94,56,0
608,14,75,64,62,58,49,1
382,49,99,87,77,9,20,1
845,49,87,53,80,13,19,1
297,40,85,52,40,39,63,1
706,64,36,87,16,1,19,0
488,99,72,76,2,97,24,0
723,91,67,51,16,85,80,0
424,92,27,83,53,44,49,0
620,55,15,15,89,61,16,0
837,22,47,32,98,87,45,0
447,10,20,77,46,16,91,1
949,49,27,51,67,15,68,0
954,64,53,76,42,67,43,1
946,37,42,74,22,27,63,0
243,61,66,2,22,35,83,1
363,80,54,42,28,41,66,0
481,75,45,15,60,87,99,0
329,89,49,40,23,71,64,0
742,29,31,52,10,81,60,1
142,87,81,65,17,97,94,0
624,52,33,75,3,21,57,1
563,78,65,74,51,48,1,0
719,68,2,85,90,36,68,0
882,95,63,62,85,95,40,0
208,47,35,81,1,28,73,1
67,67,71,40,18,75,63,0
540,55,44,52,2,64,71,0
449,14,65,33,2,50,59,1
524,2,56,76,75,18,21,0
653,61,23,64,67,57,59,1
486,5,94,32,51,27,41,0
280,67,31,68,76,94,46,1
818,29,14,18,39,86,8,1
78,69,21,59,77,83,77,1
652,90,28,25,1,6,90,1
446,41,91,56,45,72,65,1
427,43,95,64,21,70,51,1
553,52,60,75,21,37,87,1
94,74,92,50,87,57,87,1
265,60,49,51,28,80,61,0
267,33,80,4,89,86,6,1
284,79,79,77,34,3,49,1
725,6,9,97,35,33,96,0
597,32,32,23,84,77,35,0
6,57,41,25,62,90,53,0
951,51,26,92,6,90,2,0
454,90,77,59,18,61,85,0
811,33,81,34,47,8,20,0
281,26,8,42,35,66,73,1
146,38,36,99,89,88,67,1
800,69,9,82,46,59,1,1
986,39,58,92,9,22,25,0
623,66,28,66,85,12,46,0
688,84,22,31,68,73,45,0
865,97,80,19,93,99,50,0
534,52,43,34,9,43,17,1
415,96,94,34,54,54,58,1
434,41,86,27,94,50,84,0
861,27,35,37,15,71,36,0
258,76,9,29,20,46,73,0
477,57,25,89,88,62,56,0
125,3,48,72,64,65,61,1
312,14,78,68,51,65,75,0
616,67,72,90,8,77,7,0
868,99,12,63,17,51,42,0
256,7,18,60,59,92,98,1
835,50,85,39,69,29,39,1
541,89,31,59,42,49,60,1
137,23,50,74,88,42,87,0
649,74,4,76,40,42,23,0
176,56,48,40,50,2,2,0
568,93,9,91,47,44,87,1
9,94,11,41,7,4,14,1
0,61,7,92,100,45,4,0
170,84,59,34,13,10,100,1
117,37,32,43,89,98,21,0
20,10,22,18,45,61,54,1
145,93,17,41,51,64,88,0
906,76,25,12,44,22,5,0
796,52,35,78,62,66,97,1
897,84,3,84,32,59,27,1
539,2,2,45,96,82,52,1
641,25,54,43,8,76,28,1
244,92,77,38,44,64,37,0
423,48,61,50,92,72,30,0
189,69,23,80,40,33,18,0
644,32,1,79,8,79,9,1
40,10,57,32,17,7,61,1
455,70,40,48,55,75,25,1
988,72,4,75,71,82,55,1
114,78,76,97,70,77,43,1
536,26,95,88,13,11,15,1
633,85,50,27,35,71,43,0
703,61,1,75,76,48,8,0
1,63,60,11,16,79,5,0
905,61,33,79,2,28,85,0
313,87,82,9,56,28,50,1
613,76,8,38,13,91,19,1
356,15,49,11,41,24,30,1
459,52,27,40,80,53,25,1
522,52,38,39,96,51,83,1
612,92,22,65,70,79,20,1
710,90,56,40,78,37,81,1
506,31,88,23,35,98,99,0
100,49,4,12,16,41,56,0
75,70,73,51,30,74,59,1
586,61,71,8,67,35,75,1
841,8,41,84,92,26,44,0
376,68,94,11,7,86,57,1
661,84,91,26,90,35,76,0
880,34,43,85,27,100,35,1
935,47,68,15,7,89,77,1
561,55,53,6,100,24,68,0
76,39,44,73,7,50,76,1
364,43,86,69,13,56,90,0
830,7,76,87,47,66,25,1
354,86,8,80,74,38,44,1
254,71,58,22,49,98,9,0
654,50,33,9,92,33,87,0
19,59,67,19,97,48,76,0
422,24,7,92,52,77,79,1
950,64,77,2,78,45,13,1
327,65,35,47,41,84,52,1
84,29,88,41,32,17,88,0
68,40,48,65,27,52,30,0
984,50,65,45,17,57,52,0
619,22,82,58,25,99,2,0
493,34,100,67,42,32,89,1
404,40,13,39,11,55,37,1
22,31,67,72,12,73,27,0
490,85,24,83,70,49,91,0
505,86,73,86,100,78,99,0
866,61,32,7,38,98,4,0
241,27,34,23,49,36,94,0
659,20,74,94,34,8,87,0
252,92,75,84,11,31,47,0
607,7,20,85,26,70,55,0
492,7,95,9,18,7,13,1
750,72,24,98,38,69,94,0
596,29,86,84,94,34,69,0
779,29,61,48,77,50,66,1
437,87,98,1,21,5,93,1
606,80,13,89,73,45,5,1
848,97,77,91,17,79,87,0
484,94,25,6,27,82,49,0
931,62,57,98,13,54,26,1
948,55,46,60,77,22,87,0
174,56,64,73,99,15,71,0
692,57,47,65,82,28,2,1
231,61,94,8,88,42,44,1
709,14,20,22,24,84,54,0
878,98,90,41,30,97,80,1
781,80,32,6,12,26,79,0
107,64,17,83,60,68,77,0
37,8,69,86,27,89,80,1
808,2,28,26,40,29,37,0
264,29,33,55,79,83,1,0
69,22,35,74,52,24,20,0
971,57,19,7,44,73,40,1
261,64,79,26,63,85,75,0
801,80,4,32,29,17,80,0
508,91,31,73,81,61,65,1
250,17,1,4,60,59,7,1
825,97,36,32,43,53,88,0
301,43,65,36,30,17,85,1
802,64,2,69,90,98,87,0
859,29,45,26,40,75,81,0
187,90,10,74,89,75,7,1
468,83,94,47,76,52,10,1
377,79,68,88,61,66,69,0
314,29,81,60,43,1,73,0
938,48,98,75,9,4,97,1
97,6,15,21,99,13,96,1
574,36,10,33,66,94,13,0
504,79,87,100,40,25,84,0
421,37,74,31,90,66,13,0
576,53,28,80,77,39,35,1
969,57,34,9,36,73,37,0
748,32,63,55,96,8,41,1
630,42,84,70,1,42,56,0
604,33,51,3,70,41,55,0
895,4,83,13,99,96,69,1
48,99,12,31,63,53,65,0
778,42,47,2,92,90,32,1
544,34,30,24,82,80,53,0
458,32,54,71,82,10,14,0
269,16,64,87,100,18,20,1
232,4,21,99,24,12,23,1
305,82,16,38,30,18,75,1
520,79,55,5,39,62,66,1
599,42,73,48,28,37,60,1
333,81,99,90,42,72,100,1
858,59,86,77,94,16,43,0
501,66,94,74,83,20,78,0
92,95,57,99,74,71,37,0
566,71,4,74,45,87,91,1
611,49,60,62,89,65,61,1
669,6,19,73,72,95,89,1
309,88,68,45,18,1,74,1
728,44,64,81,27,55,32,0
369,82,80,75,7,58,57,1
400,56,57,100,55,77,20,1
769,83,2,19,75,12,63,0
747,26,55,31,50,16,53,0
774,85,31,98,60,52,63,1
515,55,91,70,48,38,55,1
904,42,46,60,83,19,23,0
438,44,94,34,73,60,33,0
820,70,78,100,48,59,11,0
577,25,92,65,61,1,56,1
308,3,48,65,78,51,95,0
43,28,86,54,40,46,69,0
101,50,64,69,92,77,83,0
729,12,57,66,75,99,83,1
517,22,29,52,35,90,14,0
746,32,35,96,45,96,40,1
803,5,39,39,17,24,23,1
85,9,7,77,40,63,89,0
884,34,75,84,37,52,55,1
466,61,61,34,87,92,53,1
346,66,91,31,58,81,16,1
638,2,33,43,53,49,68,1
113,25,98,98,88,52,85,0
788,4,86,66,42,64,50,1
417,90,48,83,16,31,58,1
390,86,47,43,97,68,27,1
179,78,89,71,38,60,58,1
73,31,3,65,72,2,75,0
763,53,85,63,65,70,71,1
773,45,69,96,70,55,30,1
217,27,77,19,40,17,10,1
901,27,43,83,10,52,9,0
160,54,6,53,47,91,97,1
704,80,48,66,94,51,20,0
315,14,7,10,80,82,6,0
450,33,76,53,98,20,71,1
213,42,77,29,79,96,66,0
945,20,97,43,83,37,60,0
74,54,61,13,34,68,91,0
550,91,95,100,18,92,86,1
797,31,43,6,95,61,85,0
697,14,7,44,73,28,32,1
913,68,13,8,19,2,6,0
31,43,41,24,55,6,56,1
554,86,57,85,42,71,75,1
985,27,25,16,72,39,17,1
211,40,2,82,2,8,60,0
993,98,96,44,58,75,91,1
979,77,55,59,9,79,30,1
318,68,70,23,33,45,24,1
416,15,72,40,40,35,70,0
896,33,66,97,44,84,80,0
681,63,56,74,19,43,1,0
738,93,56,61,52,23,13,0
362,11,73,66,19,63,88,0
111,1,19,12,11,65,14,1
23,80,31,52,77,63,87,0
972,44,42,80,38,11,33,0
190,62,25,50,51,80,95,0
658,57,87,32,63,70,57,0
27,57,43,5,89,96,64,0
902,71,33,100,46,72,41,1
89,82,1,5,79,37,100,0
662,38,100,71,36,6,52,1
496,79,53,23,82,72,97,0
30,98,37,99,8,82,71,0
670,11,25,66,86,87,52,0
898,13,84,84,77,93,88,0
394,92,32,28,87,81,100,1
968,61,37,62,55,19,49,0
270,50,4,15,27,58,35,1
191,72,47,31,47,13,45,0
467,18,23,66,37,5,90,0
353,8,11,92,1,46,26,1
349,46,89,75,17,90,34,1
521,92,58,1,80,14,20,0
462,90,34,89,45,62,24,0
923,74,64,82,95,79,62,1
919,71,83,2,65,29,84,0
381,6,83,75,73,96,80,1
196,44,75,5,32,79,1,1
25,19,70,56,9,93,11,0
340,47,90,92,42,34,67,1
693,92,51,38,81,84,24,0
628,16,32,67,92,83,74,0
154,55,49,97,55,26,72,0
756,49,61,1,58,31,4,1
764,2,34,70,10,18,90,0
932,82,98,85,62,21,54,0
399,57,53,61,83,92,6,0
582,62,8,17,39,56,77,1
526,24,15,100,40,14,12,0
282,28,89,56,27,34,99,0
529,58,18,83,36,81,59,0
957,12,12,40,54,99,35,1
283,84,33,44,56,36,91,0
804,14,55,17,54,30,22,0
531,68,12,71,38,54,4,1
96,31,70,24,97,18,83,0
753,25,79,63,37,88,89,1
981,28,46,86,82,88,80,1
304,36,69,76,61,55,7,0
277,6,64,62,95,9,43,0
786,29,27,66,42,99,32,1
883,84,87,21,72,84,31,1
386,48,73,60,89,11,27,0
736,89,14,54,1,34,9,1
663,45,33,59,51,3,38,0
793,41,40,98,74,26,38,0
50,98,96,95,83,66,15,1
827,78,47,41,99,76,69,1
735,6,41,88,70,58,86,0
767,52,72,36,52,54,84,1
674,28,74,45,41,44,45,1
973,15,59,45,33,83,11,1
223,4,42,95,60,97,37,0
357,87,89,86,39,11,53,0
509,26,100,63,62,89,96,1
594,82,92,31,86,6,87,1
600,74,4,56,55,91,71,1
300,37,97,46,8,71,87,0
230,85,2,70,71,37,17,0
678,30,10,79,97,79,22,1
11,12,10,39,24,52,73,0
777,6,37,8,33,28,98,1
430,85,82,78,76,73,58,1
990,16,89,96,60,77,33,0
682,32,49,26,77,54,27,1
460,87,2,4,78,75,57,0
953,65,30,99,86,72,23,0
585,31,93,29,54,72,71,1
575,4,82,20,98,54,40,1
922,36,87,99,73,45,53,1
321,96,72,23,97,53,10,1
665,86,84,85,3,12,81,1
276,31,72,22,47,15,46,0
81,44,95,43,53,66,58,0
60,58,88,20,32,1,95,1
602,86,34,9,88,54,8,1
52,98,24,74,80,97,19,0
361,86,19,10,32,58,33,0
26,79,23,69,6,76,14,0
755,4,2,25,82,8,91,1
816,55,11,84,10,81,81,0
474,72,62,3,60,36,60,1
197,60,32,53,98,10,42,0
341,92,64,37,49,3,14,1
5,79,16,67,94,97,100,1
525,100,28,6,48,10,53,0
317,55,60,6,73,90,34,0
4,1,32,66,48,78,20,0
257,98,58,72,47,41,94,1
306,10,41,43,68,54,7,0
667,14,81,35,98,86,15,0
202,26,58,71,83,5,12,1
787,93,12,4,62,47,76,1
372,98,19,13,97,82,42,1
402,13,45,97,61,48,29,0
632,88,61,68,69,27,58,1
204,54,2,93,5,1,100,1
647,51,39,43,65,17,65,1
569,90,51,34,39,6,29,0
615,34,51,44,71,51,85,0
869,44,24,23,88,20,99,0
694,7,49,18,17,24,100,0
516,64,82,41,94,57,98,1
82,39,51,7,37,51,20,1
122,40,86,83,36,5,66,0
698,68,25,11,83,5,84,0
403,21,46,32,11,93,70,0
893,77,70,54,1,100,73,0
991,88,68,81,57,28,56,0
545,13,83,74,5,88,23,0
259,53,36,47,78,99,26,1
28,45,58,45,18,12,64,0
240,53,42,18,13,27,36,1
180,47,94,28,88,92,66,0
39,93,36,11,70,47,64,1
933,1,47,6,67,31,92,1
426,88,2,63,62,96,39,0
498,23,57,95,52,17,20,1
834,56,6,93,74,28,93,0
3,47,53,89,68,27,16,1
766,66,29,46,21,45,25,0
461,84,94,55,69,95,28,0
121,98,94,95,90,49,53,0
675,60,13,30,36,98,74,1
330,90,64,100,96,65,8,0
666,29,75,64,57,55,13,1
214,14,66,51,70,80,20,0
185,60,77,39,98,71,40,0
745,89,83,5,1,85,26,1
128,64,24,46,13,46,5,1
242,86,31,4,50,63,27,0
186,18,66,73,42,32,34,1
843,69,20,49,28,42,13,0
940,82,63,31,1,62,97,1
469,42,65,71,37,20,29,0
348,12,95,88,34,22,54,1
448,65,43,87,78,84,46,1
714,56,76,33,97,81,63,1
572,8,46,92,81,86,86,1
227,83,62,48,23,72,19,1
514,99,80,37,63,86,65,0
823,33,30,15,95,87,76,1
406,91,97,48,6,79,40,1
409,98,7,76,37,87,69,0
552,15,18,36,76,16,71,1
147,11,9,8,33,12,76,0
278,31,63,37,82,73,68,0
519,90,83,51,93,49,53,0
631,78,99,33,83,59,41,1
776,53,28,1,14,4,98,1
702,85,46,21,95,20,92,0
689,5,48,85,71,17,57,0
457,52,62,44,85,54,68,1
995,53,93,83,39,79,69,1
272,46,6,27,33,27,5,0
565,74,76,38,62,16,90,1
744,49,37,52,8,22,9,0
108,73,94,81,79,44,66,0
194,9,19,34,20,12,35,1
840,89,80,13,7,58,59,1
721,24,62,67,47,46,9,0
336,94,81,53,95,36,23,0
293,31,16,35,99,49,47,1
79,17,82,14,66,14,75,0
38,92,42,48,56,70,29,1
852,7,100,61,77,20,51,0
832,46,22,10,97,36,64,0
962,77,8,12,76,38,7,1
442,86,30,97,24,79,18,0
864,21,24,35,99,51,89,1
944,26,73,10,21,94,14,0
316,85,21,15,55,92,50,1
188,10,92,7,63,13,4,0
8,28,89,3,35,31,68,1
621,96,86,34,50,70,39,1
285,45,99,87,65,81,96,0
429,78,49,5,86,12,4,1
319,3,68,5,25,88,11,1
249,79,78,81,88,80,45,0
18,36,91,31,26,67,52,1
326,57,68,27,70,55,98,0
741,20,20,37,28,91,30,0
135,12,77,55,94,2,40,0
627,31,69,94,75,51,56,1
66,78,73,1,74,78,99,0
90,52,39,81,93,35,87,0
790,95,44,90,74,40,34,0
686,53,88,72,64,64,2,0
383,84,25,95,42,89,83,1
822,13,54,14,14,82,85,0
494,53,15,9,29,43,2,0
754,65,61,71,29,29,33,1
480,85,74,5,11,2,72,0
365,63,20,70,93,24,57,0
268,76,94,84,42,35,73,1
219,51,65,24,54,94,71,1
126,45,36,25,67,73,9,1
626,26,90,13,86,85,15,1
617,19,77,65,13,30,51,1
192,31,98,78,74,75,44,0
899,79,67,59,72,23,30,1
601,50,96,16,93,86,84,0
838,58,37,44,17,46,15,0
210,79,86,64,34,89,11,1
881,75,39,13,14,52,70,0
350,17,33,89,20,65,62,1
235,75,31,74,62,78,39,1
870,33,7,55,20,43,46,0
443,40,58,82,62,92,96,0
290,71,70,25,71,84,42,0
960,26,55,21,97,44,51,1
420,63,80,28,85,2,57,0
287,19,35,32,37,97,44,1
836,45,68,9,15,25,18,0
894,6,56,55,70,30,13,1
578,8,6,90,61,58,94,0
857,52,79,38,5,99,57,0
892,31,87,52,14,21,89,1
768,40,45,95,86,8,79,1
497,78,43,55,100,8,94,1
812,67,63,57,91,64,51,1
908,72,44,83,100,8,8,1
61,62,48,79,24,23,41,1
378,83,69,2,99,77,71,0
872,5,61,95,26,58,4,0
956,11,56,21,55,56,64,0
292,86,14,13,22,6,44,0
370,2,86,16,43,3,10,0
198,39,55,21,47,52,96,1
58,7,99,99,95,68,53,0
419,80,73,13,19,4,78,1
36,31,10,56,51,65,11,0
720,89,45,60,63,64,50,0
806,8,33,5,18,38,74,1
395,73,18,38,43,52,23,0
967,69,69,95,62,57,63,0
907,86,46,95,4,57,74,0
589,4,33,36,10,27,42,0
380,33,74,32,23,82,95,1
485,27,85,37,62,32,16,1
856,50,42,46,8,83,74,1
138,29,13,3,37,31,36,1
603,76,30,95,98,53,67,0
530,2,51,91,3,40,84,0
221,22,81,25,90,48,33,0
479,93,74,99,12,89,16,0
483,35,44,3,84,83,57,1
977,6,53,18,91,42,22,0
473,81,67,78,9,11,96,1
193,83,92,81,86,18,24,1
163,75,79,53,35,4,25,1
860,45,17,84,43,28,4,1
328,41,46,77,66,31,4,1
928,83,32,54,15,70,99,1
955,15,50,67,82,35,10,0
921,92,1,67,90,31,53,1
33,33,19,91,10,47,76,0
164,45,70,87,34,88,17,1
743,15,30,1,26,66,48,1
366,76,29,77,19,70,34,1
324,40,35,58,95,90,92,1
740,16,26,43,64,19,31,1
32,92,25,82,71,86,1,0
799,14,99,36,30,64,91,0
573,67,57,94,94,78,23,0
657,84,23,6,65,80,80,1
724,65,73,12,50,28,33,0
218,55,75,52,56,63,76,1
677,83,62,79,35,15,18,0
45,20,64,68,84,86,27,0
115,37,12,30,95,81,25,1
491,74,91,1,66,95,92,1
388,88,99,30,26,82,83,0
